EventID	Description	Category
10909	"Ohio state game"	"Sports News"
10910	"SFGiants win the World Series"	"Sports News"
10910	"about base ball world series match .Giants won the world series."	"Sports News"
10910	"SanFransisco Giants winning the world series"	"Sports News"
10911	"It is Halloween night and they are talking about passing out candy."	"Miscellaneous News"
10911	"The event is Halloween."	"Miscellaneous News"
10911	"They discuss about kids comingto homr for candy."	"Miscellaneous News"
10915	"Hurricane Sandy is hitting the area."	"Natural Disaster"
10915	"super storm sandy"	"Natural Disaster"
10915	"Hurricane sandy and the east coast. "	"Natural Disaster"
10915	"Well wishes for East Coasters about to deal with Hurricane Sandy."	"Natural Disaster"
10917	"hurricane sandy"	"Natural Disaster"
10917	"super storm sandy"	"Natural Disaster"
10917	"Problems and occurrences surrounding Hurricane Sandy."	"Natural Disaster"
10917	"Hurricane sandy"	"Natural Disaster"
10917	"about the hurricane"	"Natural Disaster"
10924	"manchester united"	"Sports News"
10924	"This event is Manchester United, taking place in Manchester. Manchester won."	"Sports News"
10924	"GAME MANCHESTER"	"Sports News"
10925	"New star wars movie"	"Miscellaneous News"
10925	"The seventh Star Wars movie is announced."	"Miscellaneous News"
10925	"They discuss about star movie"	"Celebrity and Human Interest News"
10929	"Marcus Lattimore"	"Sports News"
10929	"about Marcus Lattimore"	"Sports News"
10929	"Marcus Lattimore's keen injury."	"Sports News"
10929	"Marcus Lattimore"	"Sports News"
10930	"The tweets discuss a sports injury."	"Sports News"
10930	"Marcus Lattimore"	"Sports News"
10930	"Marcus Lattimore was hurt playing football"	"Sports News"
10948	"Tweets about football match in which player Jarvis is playing."	"Sports News"
10948	"Georgia football team defenseman Jarvis Jones makes a play, cleanly stripping the ball away from the other team."	"Sports News"
10948	"Jarvis Jones"	"Sports News"
10948	"Jervis Jones"	"Celebrity and Human Interest News"
10948	"Jarvis Jones and his performance in games."	"Sports News"
10958	"Giants game"	"Sports News"
10958	"ABOUT SF GAINTS"	"Miscellaneous News"
10958	"The event is a game with the San Francisco Giants."	"Sports News"
10958	"Giants game"	"Sports News"
10962	"Congratulating San Francisco Giants"	"Sports News"
10962	"San Francisco Giants win world series"	"Sports News"
10962	"San Francisco gaints"	"Sports News"
10962	"about San Francisco Giants"	"Sports News"
10964	"James Harden was traded to the Houston Rockets"	"Sports News"
10964	"James Harden being moved from the Oklahoma City Thunder to the Husten Rockets."	"Sports News"
10964	"James Harden to Houston"	"Celebrity and Human Interest News"
10964	"Basketball player James Harden is traded to the Houston Rockets."	"Sports News"
10969	"The event is the tsunami warning for Hawaii."	"Natural Disaster"
10969	"Tsunami warning for Hawaii after 7.7 earthquake hits Canada."	"Natural Disaster"
10969	"about the Tsunami"	"Natural Disaster"
10970	"Tsunami warning for Hawaii after a 7.7 earthquake struck British Columbia."	"Natural Disaster"
10970	"Tweets about Tsunami warning."	"Natural Disaster"
10970	"earth quake"	"Natural Disaster"
10979	"Tweets about A football match."	"Sports News"
10979	"A soccer game between Manchester United and Liverpool. Someone scored but they were offsides."	"Sports News"
10979	"They were discussing about the goal made by a person in sports."	"Sports News"
10979	"28 Oct 2012 – That goal happened so fast and that offside"	"Sports News"
10981	"about the mata"	"Sports News"
10981	"scoccer....free kick"	"Sports News"
10981	"mat as free kick"	"Sports News"
10986	"The Steelers are wearing different uniforms and they are ugly"	"Sports News"
10986	"They discuss about Pitts burgh steelers uniform, professional football team"	"Sports News"
10986	"about the steelers"	"Sports News"
10988	"The tweets discuss a sports event."	"Sports News"
10988	"The tweets discussa game betweens the Packers and the Bears."	"Sports News"
10988	"The Bears' 6-1 win over Carolina."	"Sports News"
10995	"Hurricane Sandy hit the east coast."	"Natural Disaster"
10995	"hurricane sandy"	"Natural Disaster"
10995	"hurricane sandy"	"Natural Disaster"
10995	"Tweets for Praying for people affected by the hurricane sandy"	"Natural Disaster"
10996	"Tony Romo throws a pick in league game"	"Sports News"
10996	"Tony Romo just threw an interception."	"Sports News"
10996	"about Tony Romo"	"Sports News"
11005	"COWBOYS GAME"	"Sports News"
11005	"Football  game"	"Sports News"
11005	"They are discussing the Cowboys vs Giants game.  Apparently the Cowboys almost came back to win, but lost in the closing seconds after a reviewed touchdown didn't go their way."	"Sports News"
11006	"about Tony Romo"	"Sports News"
11006	"The tweets discuss a sports event."	"Sports News"
11006	"They discuss a certain football match in which the quarterback Tony Romo made his team lose"	"Sports News"
11006	"Cowboys and Tony Romo"	"Sports News"
11007	"Dez Bryant's catch being ruled out-of-bounds due to his hand touching the white line.  Also, fans wondering why he was in time-out."	"Sports News"
11007	"Dez Bryant's match"	"Sports News"
11007	"Match between the Giants vs. Cowboys in which Dez Bryant played"	"Sports News"
11007	"The tweets discuss a sports event."	"Sports News"
11008	"Romo threw an interception"	"Sports News"
11008	"Tony Romo throws 5 interceptions during a game against the Chicago Bears on October 1, 2012 at Cowboys Stadium in Arlington, Texas."	"Sports News"
11008	"ROMO throw 3 ints"	"Sports News"
11016	"world series"	"Sports News"
11016	"San Francisco Giants won the World Series."	"Sports News"
11016	"San Francisco Giants winning the World Series"	"Sports News"
11031	"The 2012 Pride of Britain Awards."	"Miscellaneous News"
11031	"about britain awards"	"Celebrity and Human Interest News"
11031	"The tweets discuss the Pride of Britain awards."	"Celebrity and Human Interest News"
11035	"Heat vs Celtics game"	"Sports News"
11035	"The Celtics won a basketball game. "	"Sports News"
11035	"Heat v. Celtics Basketball Game"	"Sports News"
11039	"Match between Mavs and Lakers"	"Sports News"
11039	"The tweets are about The Los Angeles Lakers are an American professional basketball team based in Los Angeles and The Dallas Mavericks are a professional basketball team based in Dallas"	"Sports News"
11039	"The event was an NBA match between the Lakers and Mavs.  Although the Mavs were down some key players the were still able to defeat the supposedly much better Lakers."	"Sports News"
11042	"The tweets discuss a sports event."	"Sports News"
11042	"The tweets discuss a sports event."	"Sports News"
11042	"Goal scoring between Liverpool and Swansea in soccer."	"Sports News"
11043	"holywood movie Star Wars Episode 7: Coming in 2015"	"Miscellaneous News"
11043	"star wars 7"	"Miscellaneous News"
11043	"Star wars 6 and 7"	"Miscellaneous News"
11046	"The event is an NBA game between the Bucks and Celtics.  The Celtics had a bad game and lost to the Bucks."	"Sports News"
11046	"Celtics lost to Bucks."	"Sports News"
11046	"CELTICS PLAYING"	"Sports News"
11053	"The tweets pertain to the CMA's on a specific occasion."	"Celebrity and Human Interest News"
11053	"COUNTRY MUSIC AWARDS"	"Science and Discovery News"
11053	"Twitter users' sentiment towards the Country Music Awards."	"Miscellaneous News"
11054	"it refers to a sporting event "	"Sports News"
11054	"about Randy Moss"	"Sports News"
11054	"Randy Moss's game"	"Sports News"
11064	"An NBA match between the Lakers and the Mavericks in which the Mavericks won."	"Sports News"
11064	"Lakers vs Mavericks; Mavericks win"	"Sports News"
11064	"The tweets discuss a sports event."	"Sports News"
11066	"The death of of Mitch Lucker"	"Celebrity and Human Interest News"
11066	"The death of Mitch Lucker from Suicide Silence."	"Celebrity and Human Interest News"
11066	"They were discussing about Rip Mitch Lucker"	"Celebrity and Human Interest News"
11073	"The tweets discuss a sports event."	"Sports News"
11073	"Lebron and the Heat getting their NBA championship rings."	"Sports News"
11073	"The Heat has a ring ceremony."	"Sports News"
11073	"NBA ceremony in which Miami Heat players get their rings"	"Sports News"
11077	"Lebron's commercial"	"Celebrity and Human Interest News"
11077	"Lebron's appearance in a commercial"	"Miscellaneous News"
11077	"Miami Heat: Ranking LeBron James become 5 Best Commercials"	"Celebrity and Human Interest News"
11080	"lakers game "	"Sports News"
11080	"Tweets about a game in which Lakers team lost."	"Sports News"
11080	"An NBA match where the Lakers lost, yet again"	"Sports News"
11082	"Mitt Romney in 2012 Presidential Candidates against Barack Obama"	"Elections"
11082	"The tweets discuss the election."	"Elections"
11082	"The event is the presidential election."	"Elections"
11086	"CAPITALONECUP"	"Sports News"
11086	"capital onecup"	"Sports News"
11086	"The Arsenal game, and Chamack's contribution to the comeback."	"Sports News"
11090	"CAPITAL ONECUP GOOD SCORE"	"Sports News"
11090	"Reading vs Arsenal mach's goal"	"Sports News"
11090	"Soccer match between Reading and Arsenal in which Arsenal lost"	"Sports News"
11093	"Disney buys Lucas Arts to make Star wars 7"	"Financial News"
11093	"Discussions about Disney acquairing the Star Wars franchise"	"Financial News"
11093	"Disney Buys Lucas Film"	"Miscellaneous News"
11104	"GAME CHELSEA VS MAN UTD"	"Sports News"
11104	"It's a game between Chelsea and Man Utd."	"Sports News"
11104	"Chelsea's match"	"Sports News"
11118	"Chelsea vs Leeds live match"	"Sports News"
11118	"United vs. Chelsea, 2012 Capital One Cup Quarter-Final "	"Sports News"
11118	"Capital One Cup Quarter Final"	"Sports News"
11118	"The Capital One Cup games."	"Sports News"
11123	"death of Mitch Lucker"	"Celebrity and Human Interest News"
11123	"Suicide Silence frontman Mitch Lucker commits suicide."	"Celebrity and Human Interest News"
11123	"mitch luker death"	"Celebrity and Human Interest News"
11125	"Chelsea won the match"	"Sports News"
11125	"Soccer match between Chelsea and Manchester United in which Chelsea wins"	"Sports News"
11125	"about Chelsea "	"Sports News"
11127	"People react to incoming election results, threatening to leave the country if their favored candidate does not win."	"Elections"
11127	"Presidential election"	"Elections"
11127	"People threaten to leave the US if Romney wins the presidential election."	"Elections"
11130	"Chelsea wins a game."	"Sports News"
11130	"The tweets discuss a sports event."	"Sports News"
11130	"Sports match"	"Sports News"
11131	"Chelsea vs Manchester United soccer match"	"Sports News"
11131	"Manchester United soccer match"	"Sports News"
11131	"Ryan Giggs Score"	"Sports News"
11133	"Chicharito scores against Chelsea."	"Sports News"
11133	"Soccer match in which the player Chicharito scores against Chelsea"	"Sports News"
11133	"Chicharito and Chelsea"	"Sports News"
11136	"These tweets are about the election and Obama."	"Elections"
11136	"about obama vs Romney"	"Elections"
11136	"OBAMA&ROMNEY ELECTIONS"	"Elections"
11142	"Tony Parker helped win game for San Antonio Spurs. "	"Sports News"
11142	"Tweets discuss Tony Parker from the San Antonio Spurs shooting a buzzer beater shot over Russell Westbrook from the Oklahoma City Thunder."	"Sports News"
11142	"Tony Parker with a clutch shot in a basketball game"	"Sports News"
11145	"Lakers versus Clipper game"	"Sports News"
11145	"Anticipation for the Lakers and Clippers basketball game."	"Sports News"
11145	"About a game named Clippers vs Lakers."	"Miscellaneous News"
11146	"NYC marathon cancelation due to Hurricane Sandy"	"Sports News"
11146	"The NYC marathon being cancelled due to Hurricane Sandy."	"Natural Disaster"
11146	"NYC Marathon which has been cancelled."	"Sports News"
11146	"The new york city marathon was cancelled in the wake of Hurricane Sandy"	"Natural Disaster"
11146	"About the NYC Marathon"	"Miscellaneous News"
11147	"NEWYORK MARATHON"	"Sports News"
11147	"City cancels New York Marathon"	"Political and Diplomatic Meetings"
11147	"New York marathon cancelled"	"Sports News"
11147	"The cancellation of the New York Marathon."	"Sports News"
11147	"New York Marathon Canceled as City Recovers From Storm"	"Sports News"
11151	"The annual Winter classic outdoor NHL which occurs on New Years Day is Cancelled due to Labor strife"	"Sports News"
11151	"NHL cancels the Winter Classic."	"Sports News"
11151	"The NHL cancels the Winter Classic game."	"Sports News"
11154	"Tweets about a sports event."	"Sports News"
11154	"They discuss about LSU Vs Albama foot ball game."	"Sports News"
11154	"alabama game"	"Sports News"
11156	"bama vs LSU game which people are waiting to watch."	"Sports News"
11156	"Tweets about a game between Bama vs LSU"	"Sports News"
11156	"about LSU vs Bama"	"Sports News"
11156	"The event was about LSU vs Bama game."	"Sports News"
11158	"A game between the Miami Heat and the New York Knicks"	"Sports News"
11158	"The event is a basketball game."	"Sports News"
11158	"The event was about Heat vs Knicks game."	"Sports News"
11158	"NBA match between Miami Heat and the Knicks"	"Sports News"
11158	"Heat vs Knicks game"	"Sports News"
11159	"Taylor swift at the CMA awards"	"Celebrity and Human Interest News"
11159	"Taylor's performance"	"Miscellaneous News"
11159	"Taylor Swift"	"Celebrity and Human Interest News"
11165	"The tweets discuss a sports event."	"Sports News"
11165	"These tweets are talking about tne basketball team the Knicks."	"Sports News"
11165	"The struggles of the New York Knicks basketball team."	"Sports News"
11166	"The tweets discuss a musical performance by Carrie Underwood."	"Celebrity and Human Interest News"
11166	"Carrie Underwood's performance at the CMA awards."	"Miscellaneous News"
11166	"Carrie Marie Underwood is an American country music singer she participate for The Country Music Association Awards, also known as the CMA Awards"	"Celebrity and Human Interest News"
11167	"They are discussing about  country singer Blake Shelton and Mirinda Lambert"	"Celebrity and Human Interest News"
11167	"Miranda Lambert and Blake Shelton awards"	"Celebrity and Human Interest News"
11167	"Miranda Lambert"	"Celebrity and Human Interest News"
11168	"Norte dame game"	"Sports News"
11168	"about notre Dame"	"Miscellaneous News"
11168	"game notre dame vs pittsburgh"	"Sports News"
11168	"The tweets discuss a sports event."	"Sports News"
11172	"Eric Church winning award"	"Celebrity and Human Interest News"
11172	"Eric Church winning at the CMA awards."	"Miscellaneous News"
11172	"Tweets about victory of Eric Church."	"Miscellaneous News"
11177	"Tweets about award announcement - "Male Vocalist of the Year""	"Celebrity and Human Interest News"
11177	"someone winning 'male vocalist of the year' at some music awards show"	"Celebrity and Human Interest News"
11177	"CMA awards and Blake Shelton's win for Male Vocalist of the Year."	"Celebrity and Human Interest News"
11180	"Tony Parker making the winning shot, defeating Oklahoma City Thunder"	"Sports News"
11180	"Tony Parker helped win football game."	"Sports News"
11180	"Tony Parker making the game winning shot against Oklahoma."	"Sports News"
11182	"NYC marathon cancelled"	"Sports News"
11182	"NYC Marathon cancelled because of Hurricane Sandy"	"Sports News"
11182	"NYC marathon being canceled"	"Sports News"
11182	"NYC MARATHON"	"Sports News"
11183	"In the wake of Hurricane Sandy, Mayor Bloomberg cancels the NYC Marathon."	"Natural Disaster"
11183	"Tweets about cancellation of NYC Marathon."	"Sports News"
11183	"About cancellation of NYC Marathon."	"Sports News"
11183	"NYC marathon cancelled"	"Sports News"
11185	"The cancelation of the New York City Marathon by the mayor due to Hurricane Sandy"	"Sports News"
11185	"NYC Marathon canceled"	"Natural Disaster"
11185	"The tweets discuss a sports event."	"Sports News"
11185	"Mayor Michael Bloomberg canceling the New York Marathon."	"Miscellaneous News"
11185	"New York City Marathon canceled"	"Sports News"
11191	"About U.S. Economy adding 171,000 jobs"	"Financial News"
11191	"Talk of the U.S. Economy adding 171,000 jobs in October."	"Financial News"
11191	" 171,000 jobs  were added by the US economy"	"Financial News"
11195	"a 2-0 soccer victory by Manchester United over Arsenal"	"Sports News"
11195	"game arsenal  vs manchester"	"Sports News"
11195	"The Arsenal soccer game"	"Sports News"
11195	"Tweets about football match Manchester United vs Arsenal"	"Sports News"
11197	"Game between LSU and Alabama which Alabama won."	"Sports News"
11197	"The College football game"	"Sports News"
11197	"Tweets about a sports event."	"Sports News"
11198	"their all talking about daylight savings time"	"Science and Discovery News"
11198	"These tweets discuss Day Lights Saving time. Most of the tweets are complaining about it."	"Miscellaneous News"
11198	"Daylight Savings Time"	"Miscellaneous News"
11199	"fireworks and bonfires, so some unspecified holiday"	"Miscellaneous News"
11199	"People are excited about a bonfire night and waiting to watch the fireworks."	"Miscellaneous News"
11199	"Fireworks display."	"Miscellaneous News"
11202	"About voting for Romney"	"Elections"
11202	"about the romney"	"Elections"
11202	"us presidential elections"	"Elections"
11202	"They all discuss about the election campaign of Romney Ryan"	"Elections"
11205	"The event was about Voting."	"Elections"
11205	"Tweets about US Election voting."	"Elections"
11205	"It is election day, please go out and vote, no matter who you are voting for.  Exercise your right to vote."	"Elections"
11205	"Voting on Election Day 2012 in the USA"	"Elections"
11206	"Football Game beween LSU and Alabama."	"Sports News"
11206	"LSU vs. Bama football game"	"Sports News"
11206	"Alabama beating LSU in college football."	"Sports News"
11206	"ABOUT LSU VS BAMA"	"Sports News"
11212	"This was about the presidential election, and reasoning for voting for Obama-Biden"	"Elections"
11212	"Reason for voting Obama-Biden"	"Elections"
11212	"Tweets about US Election voting."	"Elections"
11216	"Cowboys are a professional American football franchise that plays in the Eastern Division of the National Football Conference"	"Sports News"
11216	"Cowboys vs. Falcons football game"	"Sports News"
11216	"game cowboys vs falcons"	"Sports News"
11216	"Cowboys vs falcons match. people are excited and waiting for the winner team."	"Sports News"
11217	"eagles game"	"Sports News"
11217	"about the Eagles"	"Miscellaneous News"
11217	"Tweets about a sports event."	"Sports News"
11220	"The tweets discuss the election."	"Elections"
11220	"The event was about Voting."	"Elections"
11220	"Election day"	"Elections"
11220	"about the Voting"	"New Laws"
11220	"voting for elections"	"Elections"
11221	"Touchdown Alabama"	"Sports News"
11221	"The event was about Touchdown Alabama."	"Sports News"
11221	" Alabama record 26 passing touchdowns in 2012"	"Sports News"
11222	"about the Arsenal"	"Sports News"
11222	"vanpersie against arsenal"	"Sports News"
11222	"Arsenal vs Manchester United football (soccer) game, whether or not Robin van Persie would score"	"Sports News"
11228	"RVP and Arsenal"	"Sports News"
11228	"about the Arsenal"	"Sports News"
11228	"game arsenal vs rvp"	"Sports News"
11228	"The event was about a game."	"Sports News"
11229	"about the Liverpool"	"Sports News"
11229	"about the liverpool"	"Sports News"
11229	"liverpool game"	"Sports News"
11229	"Euro sport. Liverpool vs Newcastle United match and the result."	"Sports News"
11231	"MUFC vs arsenal supersoccer"	"Sports News"
11231	"a manchester united/arsenal soccer game"	"Sports News"
11231	"Player Robin Van Persie scores a goal against Arsenal"	"Sports News"
11231	"The event was about  Football Tournament."	"Sports News"
11231	"a manchester united soccer game"	"Sports News"
11232	"Tweets about a football match."	"Sports News"
11232	"The event was on West Ham Vs Man City."	"Sports News"
11232	"They discuss about West Ham"	"Sports News"
11233	"Santos asks for shirt"	"Sports News"
11233	"Andre Santos requested the jersey of another player."	"Sports News"
11233	"about Andre Santos"	"Sports News"
11234	"Rooney missing a penalty shoot."	"Sports News"
11234	"Tweets about a penalty in a football match."	"Sports News"
11234	"about the rooney"	"Sports News"
11234	"Rooney missed penalty"	"Sports News"
11236	"The tweets discuss a sports event."	"Sports News"
11236	"The event was about Roll Tide."	"Sports News"
11236	"a college football game involving alabama and probably auburn"	"Sports News"
11237	"Cabaye's goal for Newcastle versus Liverpool"	"Sports News"
11237	"about the cabaye"	"Sports News"
11237	"Tweets about a football match."	"Sports News"
11238	"about the RVP"	"Sports News"
11238	"Controversy in a soccer match where Santos and Van Persie trade shirts in half-time"	"Sports News"
11238	"Santos and RVP swapping shirts during halftime."	"Sports News"
11238	"Robin van Persie was sent off for the first time, however, in an Arsenal shirt on 26 February"	"Sports News"
11239	"Football match between USC and Oregon"	"Sports News"
11239	"Tweets about a sports event."	"Sports News"
11239	"usc and oregon game"	"Sports News"
11239	"The tweets discuss a sports event."	"Sports News"
11242	"voting for the first time"	"Elections"
11242	"Voting for the first time"	"Elections"
11242	"election day voting"	"Elections"
11243	"The tweets discuss a sports event."	"Sports News"
11243	"NOTRE DAME GAME"	"Sports News"
11243	"their talking about sports"	"Sports News"
11244	"Atlanta Falcons missing  a field goal against Dallas."	"Sports News"
11244	"here they are discussing about field goal"	"Sports News"
11244	"Atlanta team misses a field goal"	"Sports News"
11244	"The Falcons missed a 37 yard field goal."	"Sports News"
11247	"notre dame football game"	"Sports News"
11247	"How crazy lucky the Notre Dame footbal team is."	"Sports News"
11247	"Notre Dame is playing against Pittsburgh."	"Sports News"
11248	"Nodre Dame in the National Championship"	"Sports News"
11248	"Notre Dame team winning and reaching the last championship match against Alabama"	"Sports News"
11248	"They discuss the fact that Notre Dame is going to play in the event of the national championship game."	"Sports News"
11258	"2012 us election votting day"	"Elections"
11258	"About going for voting"	"Elections"
11258	"The event was about Voting."	"Elections"
11258	"Election day"	"Elections"
11258	"here everyone is discussing about voting for election"	"Elections"
11267	"Falcons vs. Cowboys games"	"Sports News"
11267	"a football game"	"Sports News"
11267	"HERE THEY ARE DISCUSSING ABOUT WATCHING GAME"	"Sports News"
11267	"cowboy game vs falcons"	"Sports News"
11271	"voting election Obama vs romney"	"Elections"
11271	"looks like the us presidential election"	"Elections"
11271	"2012 election"	"Elections"
11271	"Tweets about US Election voting."	"Sports News"
11273	"They are discussing about Bear fans Vs Titan Fans"	"Sports News"
11273	"Titans and Bears"	"Sports News"
11273	"Chicago Bears absolutely destroying Tennessee Titans in an NFL game"	"Sports News"
11273	"The football team "The Bears" beating "The Titans" in a game."	"Sports News"
11274	"discussion on Romney's success probability"	"Elections"
11274	"Tweets about US Election results"	"Elections"
11274	"People's reaction about Romney."	"Elections"
11275	"Goal by louis suarez"	"Sports News"
11275	"Fantastic goal by Luis Suarez!"	"Sports News"
11275	"Luis Suarez scoring a goal."	"Sports News"
11275	"goal by luis suarez"	"Sports News"
11275	"Soccer match. Luis Suarez scoring an amazing goal."	"Sports News"
11278	"Soccer match in which Luis Suarez scores a goal"	"Sports News"
11278	"their talking about sports"	"Sports News"
11278	"Suarez made a goal in a soccer game to tie up the score."	"Sports News"
11278	"About Suarez who is a good player and has great control."	"Sports News"
11278	"goal by suarez"	"Sports News"
11279	"Presidential Election Day in America"	"Elections"
11279	"About Romney's winning."	"Elections"
11279	"Worry over Mitt Romney winning the election."	"Elections"
11279	"Romney elections"	"Elections"
11279	"election 2012"	"Elections"
11281	"football game"	"Sports News"
11281	"Talk of the Bears special teams and defense."	"Sports News"
11281	"NFL Game - Bears Defense/Special team plays"	"Sports News"
11285	"voting on election day"	"Elections"
11285	"Voting on Election Day"	"Elections"
11285	"Getting out to vote early"	"Elections"
11285	"The event was about Voting."	"Elections"
11285	"Voting on Election Day"	"Elections"
11292	"They discuss about Mike Wallace music on CD Baby"	"Miscellaneous News"
11292	"Receiver Mike Wallace scores a touchdown for the Pittsburgh Steelers"	"Sports News"
11292	"Mike Wallace scoring a touchdown during the Giants and Pittsburgh football game."	"Sports News"
11297	"Real Madrid vs Dortmund"	"Sports News"
11297	"Real Madrid Vs Borussia Dortmund"	"Sports News"
11297	"Soccer match between Real Madrid and Dortmund"	"Sports News"
11297	"Real Madrid vs Borussia Dortmund Champions League football 6 Nov 2012"	"Sports News"
11297	"Anticipation for the Real Madrid Dortmund game."	"Sports News"
11299	"Talk about voting the next day and its importance."	"Elections"
11299	"discus the election matter"	"Elections"
11299	"election day voting"	"Elections"
11299	"The event the Tweets discussing about the Vote."	"Elections"
11299	"The event was about Voting."	"Elections"
11307	"election2012"	"Elections"
11307	"Presidential Election Day in America"	"Elections"
11307	"The event discussed is the tweet is about the obama election."	"Elections"
11307	"voting for president"	"Elections"
11308	"US election coverage"	"Elections"
11308	"Waiting on election coverage for the Presidential election."	"Elections"
11308	"2012 ELECTION"	"Elections"
11308	"US Presidential Election."	"Elections"
11308	"The event was the 2012 presidential election and watching the coverage of it"	"Elections"
11312	"Excited about voting tomorrow in America."	"Elections"
11312	"the us presidential election"	"Elections"
11312	"votin day important day for the country"	"Elections"
11312	"Tweets about US Election voting."	"Elections"
11313	"They were discussing about casting votes"	"Elections"
11313	"About casting votes."	"Elections"
11313	"election day voting"	"Elections"
11313	"everyone is getting ready to go vote or has voted."	"Elections"
11314	"election day voting"	"Elections"
11314	"To vote the right candidate in America."	"Elections"
11314	"Presidential Election Day in America"	"Elections"
11314	"ELECTION  VOTE 2012"	"Elections"
11314	"Tweets about US Election voting."	"Elections"
11315	"voting on election day"	"Elections"
11315	"The event was about Voting."	"Elections"
11315	"US Election: November 7"	"Elections"
11315	"2012 Election voting"	"Elections"
11315	"here they are discussing about voting"	"Elections"
11315	"Standing in line to vote during election day."	"Elections"
11316	"The event was about Voting."	"Elections"
11316	"election day voting"	"Elections"
11316	"us presidential election"	"Elections"
11316	"Election day"	"Elections"
11317	" US Elections"	"Elections"
11317	"The event was about the US Elections."	"Elections"
11317	"Tweets about US Election results"	"Elections"
11317	"Watching election"	"Elections"
11317	"I would rather be home watching the election than at school"	"Elections"
11318	"Man City's  match"	"Sports News"
11318	"about the man city vs Ajax"	"Sports News"
11318	"The tweets discuss a sports event."	"Sports News"
11320	"us presidential elections between Barack Obama and Mitt Romney"	"Elections"
11320	"About going for polls."	"Elections"
11320	"Tweets about US Election results"	"Elections"
11320	"voting on election day"	"Elections"
11333	"election obama vs romney"	"Elections"
11333	"Obama and Romney tie in elections"	"Elections"
11333	"The tweets discuss the election."	"Elections"
11333	"Dixville Notch vote tied with Romney & Obama"	"Elections"
11334	"Manchester City v Ajax"	"Sports News"
11334	"People talking about the Ajax and Manchester City soccer game"	"Sports News"
11334	"Tweets about a football match of Manchester City v Ajax."	"Sports News"
11336	"posting pics of ballot"	"Elections"
11336	"About people posting pictures of ballots which is illegal."	"Elections"
11336	"election 2012,postal voting"	"Elections"
11336	"HERE PEOPLE ARE DISCUSSING ABOUT TO STOP POSTING THE PICTURES OF BALLOT IN VOTING PROCESS."	"Elections"
11337	"Discussing about people taking picture of a ballot which is illegal."	"Elections"
11337	"People taking and posting pictures of their ballot."	"Elections"
11337	"people posting ballot pictures"	"Elections"
11338	"POSTING BALLOTS FOR ELECTION"	"Elections"
11338	"Posting pictures of ballots on social media sites."	"Elections"
11338	"People posting pictures of their election ballots on the Internet."	"Elections"
11339	"Tweets about A football match."	"Sports News"
11339	"a goal scored in a soccer game"	"Sports News"
11339	"Yaya Toure and his fantastic goal."	"Sports News"
